Agency,Agency Type,Distribution Channel,Duration,Destination,Net Sales,Commision (in value),Age,Claim,Product_Category
CWT,Travel Agency,Online,9,Asia,29.7,17.82,30,0,Rental
EPX,Travel Agency,Online,27,Asia,20.0,0.0,51,0,Comprehensive
CWT,Travel Agency,Online,17,Oceania,138.6,83.16,31,0,Rental
EPX,Travel Agency,Online,8,Asia,12.0,0.0,45,1,Cancellation
CWT,Travel Agency,Online,13,Asia,39.6,23.76,49,0,Rental
JZI,Airlines,Online,35,Asia,22.0,7.7,53,0,Value Plan
C2B,Airlines,Online,10,Asia,27.0,6.75,25,0,Value Plan
EPX,Travel Agency,Online,88,Asia,20.0,0.0,36,0,Comprehensive
RAB,Airlines,Online,4,Asia,15.0,6.0,36,0,Value Plan
CWT,Travel Agency,Online,29,Asia,9.9,5.94,51,0,Rental
C2B,Airlines,Online,13,Asia,20.0,5.0,42,0,Value Plan
C2B,Airlines,Online,4,Asia,45.0,11.25,51,0,Value Plan
EPX,Travel Agency,Online,330,South America,22.0,0.0,26,0,Cancellation
SSI,Airlines,Online,34,Asia,3.44,0.96,48,0,Cancellation
C2B,Airlines,Online,8,Asia,17.0,4.25,75,0,Value Plan
EPX,Travel Agency,Online,28,North America,11.0,0.0,65,0,Cancellation
C2B,Airlines,Online,65,Asia,33.5,8.38,32,0,Value Plan
EPX,Travel Agency,Online,9,Asia,55.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,46,Asia,20.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,78,Asia,33.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,10,Asia,33.5,8.38,24,0,Value Plan
CWT,Travel Agency,Online,23,Oceania,89.1,53.46,33,0,Rental
JZI,Airlines,Online,6,Asia,22.0,7.7,55,0,Value Plan
CWT,Travel Agency,Online,15,Europe,0.0,77.22,59,0,Rental
EPX,Travel Agency,Online,15,Asia,31.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,93,Oceania,138.6,83.16,53,0,Rental
JZI,Airlines,Online,13,Asia,22.0,7.7,38,0,Value Plan
EPX,Travel Agency,Online,28,Asia,10.0,0.0,36,0,Cancellation
RAB,Airlines,Online,6,Asia,15.0,6.0,50,0,Value Plan
RAB,Airlines,Online,3,Asia,15.0,6.0,33,0,Value Plan
EPX,Travel Agency,Online,13,Asia,42.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,30,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,45.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,8,Asia,10.0,0.0,38,0,Cancellation
EPX,Travel Agency,Online,59,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,35,Asia,29.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,21,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,4,Asia,38.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,15.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,14,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,5,Asia,22.0,0.0,49,0,Comprehensive
EPX,Travel Agency,Online,40,North America,16.0,0.0,25,0,Cancellation
C2B,Airlines,Online,11,Asia,27.0,6.75,32,0,Value Plan
EPX,Travel Agency,Online,9,Asia,43.0,0.0,35,0,Cancellation
ART,Airlines,Online,16,Asia,3.22,1.13,48,0,Annual
EPX,Travel Agency,Online,75,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,47,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,22,Asia,35.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,4,Asia,20.0,0.0,44,0,Comprehensive
ART,Airlines,Online,121,Asia,14.11,4.94,48,0,Annual
ART,Airlines,Online,2,Asia,4.95,1.73,48,0,Annual
EPX,Travel Agency,Online,106,Asia,53.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,7,Europe,19.8,11.88,31,0,Rental
EPX,Travel Agency,Online,29,Asia,22.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,11,Asia,41.5,10.38,35,0,Value Plan
EPX,Travel Agency,Online,20,Asia,28.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,24.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,13,Europe,29.7,17.82,46,0,Rental
EPX,Travel Agency,Online,2,Asia,18.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,140,Asia,10.0,0.0,25,0,Cancellation
EPX,Travel Agency,Online,91,North America,76.0,0.0,39,0,Cancellation
EPX,Travel Agency,Online,4,Asia,80.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,104,Europe,89.1,53.46,45,0,Rental
EPX,Travel Agency,Online,5,Europe,37.0,0.0,36,0,Cancellation
JZI,Airlines,Online,63,Asia,35.0,12.25,48,0,Value Plan
C2B,Airlines,Online,5,Asia,16.0,4.0,39,0,Value Plan
EPX,Travel Agency,Online,23,Asia,20.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,6,Europe,0.0,5.94,31,0,Rental
JZI,Airlines,Online,42,Asia,22.0,7.7,46,0,Value Plan
C2B,Airlines,Online,365,Asia,252.85,63.21,43,0,Annual
EPX,Travel Agency,Online,29,Asia,30.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,45.0,0.0,58,0,Cancellation
EPX,Travel Agency,Online,24,Asia,20.0,0.0,55,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,38.0,0.0,56,0,Comprehensive
EPX,Travel Agency,Online,134,Asia,26.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,18,Asia,14.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,82,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,62,Asia,47.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,22,Asia,26.0,9.1,37,0,Value Plan
EPX,Travel Agency,Online,27,Asia,59.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,69,Europe,167.0,58.45,55,0,Value Plan
EPX,Travel Agency,Online,14,Asia,0.0,0.0,27,0,Cancellation
JZI,Airlines,Online,26,Asia,26.0,9.1,48,0,Value Plan
C2B,Airlines,Online,11,Asia,39.0,9.75,23,0,Value Plan
EPX,Travel Agency,Online,99,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,35,Asia,21.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,78,Europe,71.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,8,Asia,15.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,1,Europe,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,4,Asia,41.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,118,Asia,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,56,Asia,59.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,29,Asia,20.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,35,Asia,47.5,11.88,31,0,Value Plan
EPX,Travel Agency,Online,7,Asia,10.0,0.0,36,0,Cancellation
C2B,Airlines,Online,47,Asia,94.0,23.5,33,0,Value Plan
EPX,Travel Agency,Online,77,Europe,80.0,0.0,36,0,Cancellation
JZI,Airlines,Online,7,Asia,45.0,15.75,30,0,Value Plan
EPX,Travel Agency,Online,23,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,33,Asia,22.0,0.0,37,0,Cancellation
JZI,Airlines,Online,12,Asia,22.0,7.7,66,0,Value Plan
C2B,Airlines,Online,5,Asia,27.75,6.94,25,0,Value Plan
EPX,Travel Agency,Online,5,Asia,66.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,18,Asia,22.0,7.7,45,0,Value Plan
CWT,Travel Agency,Online,24,Europe,29.7,17.82,31,0,Rental
EPX,Travel Agency,Online,71,North America,15.0,0.0,48,0,Cancellation
EPX,Travel Agency,Online,33,Europe,34.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,10,Asia,31.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,49,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,74,Asia,22.0,0.0,29,0,Comprehensive
JZI,Airlines,Online,3,Asia,18.0,6.3,49,0,Value Plan
EPX,Travel Agency,Online,282,Asia,37.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,29,Asia,20.0,0.0,33,0,Comprehensive
EPX,Travel Agency,Online,24,Asia,20.0,0.0,40,0,Comprehensive
CWT,Travel Agency,Online,44,Oceania,99.0,59.4,55,0,Rental
EPX,Travel Agency,Online,123,Asia,34.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,44.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,13,Asia,67.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,172,Europe,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,86,Asia,26.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,30,Asia,36.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,63,Asia,10.0,0.0,24,0,Cancellation
EPX,Travel Agency,Online,8,Asia,27.0,0.0,54,0,Comprehensive
EPX,Travel Agency,Online,31,Asia,34.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,6,Asia,24.5,6.13,38,0,Value Plan
CWT,Travel Agency,Online,3,North America,9.9,5.94,39,0,Rental
EPX,Travel Agency,Online,18,Asia,10.0,0.0,32,0,Cancellation
EPX,Travel Agency,Online,35,Asia,18.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,2,Asia,10.0,0.0,47,0,Cancellation
EPX,Travel Agency,Online,50,North America,87.0,0.0,68,0,Comprehensive
EPX,Travel Agency,Online,13,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Asia,19.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,91,Asia,20.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,12,Asia,24.0,6.0,54,0,Value Plan
EPX,Travel Agency,Online,56,Asia,20.0,0.0,41,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,14,Asia,27.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,102,Asia,10.0,0.0,36,0,Cancellation
ADM,Travel Agency,Online,47,Europe,109.0,41.42,22,0,Value Plan
EPX,Travel Agency,Online,5,Asia,28.0,0.0,30,0,Comprehensive
EPX,Travel Agency,Online,20,Asia,12.0,0.0,36,0,Cancellation
JZI,Airlines,Online,47,Asia,50.0,17.5,31,0,Value Plan
EPX,Travel Agency,Online,49,Asia,11.0,0.0,36,0,Cancellation
C2B,Airlines,Online,87,Asia,52.65,13.16,42,0,Value Plan
EPX,Travel Agency,Online,16,Asia,29.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,23.0,0.0,36,0,Cancellation
JZI,Airlines,Online,10,Asia,26.0,9.1,27,0,Value Plan
EPX,Travel Agency,Online,13,Asia,20.0,0.0,54,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,30.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,44,Asia,49.5,29.7,46,0,Rental
EPX,Travel Agency,Online,69,Asia,53.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,90,Asia,44.0,15.4,62,0,Value Plan
CWT,Travel Agency,Online,21,Asia,19.8,11.88,35,0,Rental
EPX,Travel Agency,Online,7,Asia,0.0,0.0,37,0,Cancellation
EPX,Travel Agency,Online,2,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,10.0,0.0,54,0,Cancellation
EPX,Travel Agency,Online,16,Europe,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,62,Asia,20.0,0.0,54,0,Comprehensive
CWT,Travel Agency,Online,78,Asia,49.5,29.7,31,0,Rental
EPX,Travel Agency,Online,40,North America,13.0,0.0,24,0,Cancellation
SSI,Airlines,Online,314,Asia,0.51,0.14,48,0,Cancellation
JZI,Airlines,Online,101,Asia,40.0,14.0,51,0,Value Plan
JZI,Airlines,Online,102,Asia,83.0,29.05,45,0,Value Plan
EPX,Travel Agency,Online,9,Asia,38.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,1,Asia,41.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,5,Asia,29.7,17.82,56,0,Rental
EPX,Travel Agency,Online,9,Oceania,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,30.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,18,Asia,36.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,19,Asia,26.5,6.63,36,0,Value Plan
JZI,Airlines,Online,20,Asia,22.0,7.7,39,0,Value Plan
CSR,Travel Agency,Offline,29,Asia,29.0,9.57,73,0,Comprehensive
EPX,Travel Agency,Online,11,Asia,112.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,11,Asia,39.0,9.75,24,1,Value Plan
EPX,Travel Agency,Online,14,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,43.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,54,Oceania,59.4,35.64,47,0,Rental
JZI,Airlines,Online,9,Asia,0.0,9.1,31,0,Value Plan
CWT,Travel Agency,Online,22,Oceania,59.4,35.64,34,0,Rental
C2B,Airlines,Online,54,Asia,33.5,8.38,23,0,Value Plan
EPX,Travel Agency,Online,12,Asia,20.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,26,North America,128.7,77.22,59,0,Rental
CWT,Travel Agency,Online,65,Oceania,99.0,59.4,31,0,Rental
EPX,Travel Agency,Online,4,Asia,24.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,20,Asia,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,25,Asia,36.0,0.0,40,0,Comprehensive
EPX,Travel Agency,Online,18,Asia,80.0,0.0,59,0,Cancellation
C2B,Airlines,Online,81,Asia,41.5,10.38,29,0,Value Plan
JZI,Airlines,Online,283,Asia,37.0,12.95,38,0,Value Plan
EPX,Travel Agency,Online,17,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,47,Asia,19.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,115,North America,79.2,47.52,39,0,Rental
SSI,Airlines,Online,144,Asia,11.51,3.23,48,0,Cancellation
EPX,Travel Agency,Online,8,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,20.0,0.0,60,0,Comprehensive
JZI,Airlines,Online,109,Asia,69.0,24.15,52,0,Value Plan
EPX,Travel Agency,Online,8,Asia,34.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,6,Asia,112.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,13,Asia,63.7,15.93,53,0,Value Plan
CWT,Travel Agency,Online,37,Europe,138.6,83.16,54,0,Rental
EPX,Travel Agency,Online,6,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,31,Asia,21.0,0.0,36,0,Cancellation
JZI,Airlines,Online,61,Asia,26.0,9.1,42,0,Value Plan
JZI,Airlines,Online,3,Asia,18.0,6.3,63,0,Value Plan
JZI,Airlines,Online,3,Asia,18.0,6.3,44,0,Value Plan
EPX,Travel Agency,Online,39,Asia,39.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,206,North America,29.7,17.82,39,0,Rental
C2B,Airlines,Online,27,Asia,14.95,3.74,41,0,Value Plan
EPX,Travel Agency,Online,23,Asia,10.0,0.0,21,0,Cancellation
EPX,Travel Agency,Online,4,Asia,38.0,0.0,36,0,Cancellation
C2B,Airlines,Online,15,Asia,41.5,10.38,29,0,Value Plan
EPX,Travel Agency,Online,3,Asia,60.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,55,Europe,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,51,Asia,128.7,77.22,31,0,Rental
EPX,Travel Agency,Online,20,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,9,Asia,23.0,0.0,36,0,Cancellation
C2B,Airlines,Online,8,Asia,32.0,8.0,25,0,Value Plan
EPX,Travel Agency,Online,47,Asia,29.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,12.0,0.0,42,0,Cancellation
JZI,Airlines,Online,11,Asia,35.0,12.25,64,0,Value Plan
LWC,Travel Agency,Online,2,Asia,25.0,16.25,48,0,Single Trip
EPX,Travel Agency,Online,71,Europe,85.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,55,Asia,58.0,20.3,49,0,Value Plan
EPX,Travel Agency,Online,7,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,8,Asia,43.0,0.0,61,0,Comprehensive
CWT,Travel Agency,Online,176,Europe,9.9,5.94,31,0,Rental
JZI,Airlines,Online,8,Asia,30.0,10.5,36,0,Value Plan
EPX,Travel Agency,Online,42,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,47,Asia,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,27,Asia,10.0,0.0,28,0,Cancellation
EPX,Travel Agency,Online,30,Asia,37.0,0.0,48,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,34.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,11.0,0.0,36,0,Cancellation
JZI,Airlines,Online,18,Asia,35.0,12.25,69,0,Value Plan
EPX,Travel Agency,Online,213,Asia,30.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,21,North America,0.0,41.58,44,0,Rental
C2B,Airlines,Online,34,Asia,72.0,18.0,26,0,Value Plan
CWT,Travel Agency,Online,30,Oceania,49.5,29.7,59,0,Rental
EPX,Travel Agency,Online,79,Asia,51.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,18,Oceania,79.2,47.52,27,0,Rental
CWT,Travel Agency,Online,42,Europe,19.8,11.88,51,0,Rental
JZI,Airlines,Online,13,Asia,35.0,12.25,64,0,Value Plan
EPX,Travel Agency,Online,8,Asia,33.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,10,Asia,58.0,20.3,27,0,Value Plan
EPX,Travel Agency,Online,39,Asia,21.0,0.0,45,0,Comprehensive
EPX,Travel Agency,Online,19,Asia,20.0,0.0,47,0,Comprehensive
EPX,Travel Agency,Online,31,Asia,39.0,0.0,36,0,Comprehensive
RAB,Airlines,Online,3,Asia,15.0,6.0,71,0,Value Plan
EPX,Travel Agency,Online,33,Asia,112.0,0.0,37,0,Comprehensive
EPX,Travel Agency,Online,271,Asia,27.0,0.0,36,0,Cancellation
RAB,Airlines,Online,56,Asia,23.0,9.2,32,0,Value Plan
EPX,Travel Agency,Online,9,Oceania,29.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,51,Europe,52.0,0.0,36,0,Cancellation
JZI,Airlines,Online,6,Asia,22.0,7.7,41,0,Value Plan
CWT,Travel Agency,Online,20,Asia,39.6,23.76,63,0,Rental
C2B,Airlines,Online,47,Asia,17.5,4.38,25,0,Value Plan
C2B,Airlines,Online,365,Asia,252.85,63.21,43,0,Annual
CWT,Travel Agency,Online,174,Europe,69.3,41.58,31,0,Rental
JZI,Airlines,Online,55,Asia,33.0,11.55,31,0,Value Plan
EPX,Travel Agency,Online,8,Asia,96.0,0.0,35,0,Comprehensive
C2B,Airlines,Online,49,Asia,15.0,3.75,31,0,Value Plan
JZI,Airlines,Online,13,Asia,40.0,14.0,56,0,Value Plan
EPX,Travel Agency,Online,11,Asia,47.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,44,Asia,63.5,15.88,25,0,Value Plan
EPX,Travel Agency,Online,35,Asia,24.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,152,Europe,64.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,23,Asia,20.0,0.0,48,0,Comprehensive
EPX,Travel Agency,Online,37,Asia,10.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,5,Asia,36.0,0.0,38,0,Cancellation
JZI,Airlines,Online,11,Asia,30.0,10.5,59,0,Value Plan
C2B,Airlines,Online,8,Asia,35.5,8.88,71,0,Value Plan
EPX,Travel Agency,Online,34,Asia,34.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,28,Europe,9.9,5.94,57,0,Rental
EPX,Travel Agency,Online,13,Asia,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,9,Asia,19.8,11.88,29,0,Rental
SSI,Airlines,Online,122,Asia,1.16,0.32,48,0,Cancellation
JZI,Airlines,Online,22,Asia,26.0,9.1,38,0,Value Plan
CWT,Travel Agency,Online,145,Oceania,128.7,77.22,51,0,Rental
JZI,Airlines,Online,17,Asia,22.0,7.7,23,0,Value Plan
EPX,Travel Agency,Online,6,Asia,53.0,0.0,63,0,Cancellation
EPX,Travel Agency,Online,10,Europe,0.0,0.0,35,0,Cancellation
JZI,Airlines,Online,14,Asia,35.0,12.25,52,0,Value Plan
EPX,Travel Agency,Online,6,Asia,34.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,20,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,94,Asia,26.0,0.0,51,0,Comprehensive
C2B,Airlines,Online,27,Asia,57.0,14.25,25,0,Value Plan
EPX,Travel Agency,Online,5,Asia,16.0,0.0,36,0,Cancellation
C2B,Airlines,Online,215,Asia,0.0,120.5,30,0,Value Plan
CWT,Travel Agency,Online,58,Oceania,99.0,59.4,41,0,Rental
EPX,Travel Agency,Online,11,Asia,25.0,0.0,36,0,Cancellation
ART,Airlines,Online,1,Asia,3.74,1.31,48,0,Annual
EPX,Travel Agency,Online,20,Asia,31.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,94,Europe,74.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,33,Asia,26.0,9.1,60,0,Value Plan
EPX,Travel Agency,Online,76,Europe,128.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,42,Asia,20.0,0.0,60,0,Comprehensive
EPX,Travel Agency,Online,62,Asia,28.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,20,North America,27.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,12,Asia,10.0,0.0,42,0,Cancellation
CSR,Travel Agency,Offline,228,Asia,29.0,9.57,66,0,Comprehensive
CWT,Travel Agency,Online,6,Oceania,49.5,29.7,29,0,Rental
KML,Travel Agency,Online,30,Asia,33.0,12.54,48,0,Value Plan
EPX,Travel Agency,Online,70,Asia,22.0,0.0,47,0,Comprehensive
EPX,Travel Agency,Online,8,Asia,37.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,84,Asia,19.0,0.0,50,0,Cancellation
CWT,Travel Agency,Online,28,North America,49.5,29.7,69,0,Rental
EPX,Travel Agency,Online,63,Asia,20.0,0.0,63,0,Comprehensive
C2B,Airlines,Online,32,Asia,72.0,18.0,37,0,Value Plan
EPX,Travel Agency,Online,5,Asia,10.0,0.0,51,0,Cancellation
EPX,Travel Agency,Online,108,Asia,15.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,4,Asia,44.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,9,Asia,20.0,0.0,37,0,Comprehensive
EPX,Travel Agency,Online,124,Asia,31.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,40,Asia,80.0,0.0,36,0,Cancellation
C2B,Airlines,Online,8,Asia,16.0,4.0,20,0,Value Plan
C2B,Airlines,Online,48,Asia,23.4,5.85,29,0,Value Plan
EPX,Travel Agency,Online,11,Asia,10.0,0.0,36,0,Cancellation
RAB,Airlines,Online,19,Asia,15.0,6.0,36,0,Value Plan
EPX,Travel Agency,Online,14,Asia,32.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,159,Europe,106.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,14,Europe,59.4,35.64,33,0,Rental
EPX,Travel Agency,Online,6,Asia,14.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,135,Europe,128.7,77.22,31,0,Rental
EPX,Travel Agency,Online,101,Asia,97.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,7,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,10.0,0.0,36,0,Cancellation
JWT,Airlines,Online,76,Asia,100.0,40.0,118,0,Value Plan
EPX,Travel Agency,Online,2,Asia,10.0,0.0,36,0,Cancellation
C2B,Airlines,Online,29,Asia,18.5,4.63,36,0,Value Plan
ART,Airlines,Online,3,Asia,18.07,6.32,48,0,Annual
RAB,Airlines,Online,5,Asia,15.0,6.0,28,0,Value Plan
EPX,Travel Agency,Online,12,Asia,14.0,0.0,26,0,Cancellation
JZI,Airlines,Online,33,Asia,58.0,20.3,64,0,Value Plan
TST,Travel Agency,Offline,31,Asia,30.0,10.5,14,1,Single Trip
C2B,Airlines,Online,66,Asia,72.0,18.0,34,1,Value Plan
EPX,Travel Agency,Online,13,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,111,Europe,10.0,0.0,36,0,Cancellation
TST,Travel Agency,Offline,53,Asia,30.0,10.5,72,0,Single Trip
EPX,Travel Agency,Online,35,Oceania,33.0,0.0,24,0,Cancellation
EPX,Travel Agency,Online,9,Asia,18.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,6,Asia,41.0,0.0,48,0,Cancellation
EPX,Travel Agency,Online,18,Oceania,15.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,51,Asia,0.0,17.82,31,0,Rental
CWT,Travel Agency,Online,114,North America,59.4,35.64,31,0,Rental
ART,Airlines,Online,107,Asia,81.0,28.35,42,0,Value Plan
C2B,Airlines,Online,19,Asia,20.0,5.0,32,0,Value Plan
EPX,Travel Agency,Online,81,Asia,20.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,85,Oceania,99.0,59.4,30,0,Rental
CWT,Travel Agency,Online,17,Europe,99.0,59.4,56,0,Rental
EPX,Travel Agency,Online,70,North America,80.0,0.0,45,0,Cancellation
CWT,Travel Agency,Online,118,Oceania,0.0,41.58,30,0,Rental
EPX,Travel Agency,Online,60,Asia,25.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Asia,20.0,0.0,35,0,Cancellation
JZI,Airlines,Online,142,Asia,26.0,9.1,23,0,Value Plan
CWT,Travel Agency,Online,4,Asia,19.8,11.88,48,0,Rental
CWT,Travel Agency,Online,88,Asia,29.7,17.82,56,0,Rental
TST,Travel Agency,Offline,14,Asia,30.0,10.5,35,0,Single Trip
EPX,Travel Agency,Online,24,Asia,12.0,0.0,42,0,Cancellation
EPX,Travel Agency,Online,54,North America,55.0,0.0,27,0,Cancellation
EPX,Travel Agency,Online,24,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,4,North America,112.0,0.0,30,0,Comprehensive
LWC,Travel Agency,Online,45,Asia,26.5,17.23,37,0,Single Trip
EPX,Travel Agency,Online,36,Asia,112.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,55,Europe,125.0,43.75,37,0,Value Plan
JZI,Airlines,Online,6,Asia,18.0,6.3,58,0,Value Plan
JZI,Airlines,Online,45,Europe,208.0,72.8,118,0,Value Plan
EPX,Travel Agency,Online,20,Asia,39.0,0.0,36,0,Comprehensive
